제목,말머리,내용,글쓴이,추천수,조회수,날짜,링크,내용_분류,내용_score_여성/가족,내용_score_남성,내용_score_성소수자,내용_score_인종/국적,내용_score_연령,내용_score_지역,내용_score_종교,내용_score_기타 혐오,내용_score_악플/욕설,내용_score_clean,내용_score_장애
진리와,,- dc official App,"ㅇㅇ(39.117) 2022.04.23 22:02:03
조회 46 추천 1 댓글 0",추천 1,조회 46,2022.04.23 22:02:03,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=41&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
정의는,,- dc official App,"ㅇㅇ(39.117) 2022.04.23 22:01:57
조회 33 추천 0 댓글 0",추천 0,조회 33,2022.04.23 22:01:57,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=40&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
동원의 기상,,- dc official App,"ㅇㅇ(39.117) 2022.04.23 22:01:47
조회 68 추천 1 댓글 0",추천 1,조회 68,2022.04.23 22:01:47,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=39&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
사랑과,,- dc official App,"ㅇㅇ(39.117) 2022.04.23 22:01:30
조회 38 추천 0 댓글 0",추천 0,조회 38,2022.04.23 22:01:30,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=38&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
봉사는,,- dc official App,"ㅇㅇ(39.117) 2022.04.23 22:01:24
조회 30 추천 1 댓글 0",추천 1,조회 30,2022.04.23 22:01:24,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=37&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
동원의 맥박,,- dc official App,"ㅇㅇ(39.117) 2022.04.23 22:01:18
조회 44 추천 1 댓글 0",추천 1,조회 44,2022.04.23 22:01:18,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=36&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
빛내어라,,- dc official App,"ㅇㅇ(39.117) 2022.04.23 22:01:10
조회 36 추천 1 댓글 0",추천 1,조회 36,2022.04.23 22:01:10,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=35&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
나라와,,- dc official App,"ㅇㅇ(39.117) 2022.04.23 22:01:04
조회 36 추천 1 댓글 0",추천 1,조회 36,2022.04.23 22:01:04,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=34&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
겨레의 이름,,- dc official App,"ㅇㅇ(39.117) 2022.04.23 22:00:52
조회 40 추천 1 댓글 0",추천 1,조회 40,2022.04.23 22:00:52,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=33&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
번영하라,,- dc official App,"ㅇㅇ(39.117) 2022.04.23 22:00:29
조회 52 추천 1 댓글 0",추천 1,조회 52,2022.04.23 22:00:29,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=32&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
영원하라,,- dc official App,"ㅇㅇ(39.117) 2022.04.23 22:00:23
조회 45 추천 1 댓글 0",추천 1,조회 45,2022.04.23 22:00:23,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=31&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
동원고교,,- dc official App,"ㅇㅇ(39.117) 2022.04.23 22:00:16
조회 110 추천 1 댓글 0",추천 1,조회 110,2022.04.23 22:00:16,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=30&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
고1과 첫 시험.jpg,,"아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ






















야.. 너두?","ㄹㄹ(211.184) 2022.04.17 16:25:31
조회 540 추천 1 댓글 0",추천 1,조회 540,2022.04.17 16:25:31,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=29&page=2,기타 혐오,0.32975491881370544,0.3854261040687561,0.4437946379184723,0.47861626744270325,0.37022724747657776,0.5370116829872131,0.48647424578666687,0.6468319296836853,0.547548770904541,0.4171203374862671,0.44404223561286926
신입들 환영한다,,니들 3학년때 학교 재건축 공사함ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"ㅇㅇ(219.240) 2022.04.10 15:35:07
조회 175 추천 0 댓글 0",추천 0,조회 175,2022.04.10 15:35:07,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=28&page=2,기타 혐오,0.38801953196525574,0.3987511396408081,0.5142846703529358,0.4285152554512024,0.31431064009666443,0.45051950216293335,0.36792123317718506,0.6197656989097595,0.5616071820259094,0.4044385254383087,0.4233509600162506
11반 그 놈은 듣거라,,우리 게이는 그게 없니..?,"ㅇㅇ(223.38) 2022.04.07 18:35:01
조회 473 추천 3 댓글 2",추천 3,조회 473,2022.04.07 18:35:01,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=27&page=2,기타 혐오,0.36073458194732666,0.4209500253200531,0.4471740126609802,0.463410347700119,0.3905223309993744,0.5895081758499146,0.4283806085586548,0.6147937178611755,0.46605512499809265,0.3990297019481659,0.41489937901496887
스마트폰중독ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,ㅋㅋ,"ㅇㅇ(211.114) 2022.04.06 16:32:19
조회 126 추천 1 댓글 0",추천 1,조회 126,2022.04.06 16:32:19,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=26&page=2,기타 혐오,0.35595157742500305,0.4288221597671509,0.41096773743629456,0.5112519264221191,0.3664417266845703,0.5435645580291748,0.46213582158088684,0.5963010191917419,0.5671842694282532,0.3322380781173706,0.47468748688697815
아 씨발 남녀공학을 갔어야 했는데,,살려줘여,"ㅇㅇ(223.39) 2022.03.22 20:08:09
조회 378 추천 1 댓글 0",추천 1,조회 378,2022.03.22 20:08:09,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=23&page=2,지역,0.4081384241580963,0.4909784197807312,0.4187471866607666,0.45489293336868286,0.48487505316734314,0.6606400609016418,0.42208200693130493,0.5902886390686035,0.45901352167129517,0.45031535625457764,0.5011104941368103
지학실 태양의 연주운동이랑 황도 12궁 교구,,그거 지구 잘 보면 러시아가 아니고 소비에트 연방이었는데 아직도 그럼?,"긴축재정 2022.03.22 12:16:02
조회 100 추천 0 댓글 0",추천 0,조회 100,2022.03.22 12:16:02,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=22&page=2,기타 혐오,0.3986777067184448,0.4386235177516937,0.48999449610710144,0.44667497277259827,0.36941489577293396,0.558889627456665,0.41029974818229675,0.5960286855697632,0.4462246298789978,0.4426403343677521,0.38683217763900757
수성고 정예학생들 1-12반 모여라,,웃흥,"ㅇㅇ(59.12) 2022.03.21 21:16:40
조회 881 추천 19 댓글 4",추천 19,조회 881,2022.03.21 21:16:40,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=21&page=2,기타 혐오,0.3780966103076935,0.470156729221344,0.3854210674762726,0.47538459300994873,0.3746999204158783,0.6338136792182922,0.4745136499404907,0.6358409523963928,0.5221957564353943,0.3261652886867523,0.514005720615387
응애 나 아기 1학년,,대ㅋㅋㅋㅋㅋㅋ수ㅋㅋㅋㅋㅋ성ㅋㅋㅋㅋㅋㅋ,"ㅇㅇ(14.4) 2022.03.21 18:14:55
조회 133 추천 1 댓글 0",추천 1,조회 133,2022.03.21 18:14:55,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=20&page=2,악플/욕설,0.35610267519950867,0.4226129353046417,0.38604697585105896,0.4762002229690552,0.35767239332199097,0.5869105458259583,0.44930553436279297,0.5805028676986694,0.5955842733383179,0.3317299783229828,0.5019327998161316
수마갤 터진거 아니었냐,,왜 다시 됨?,"긴축재정 2022.03.20 16:50:05
조회 167 추천 0 댓글 1",추천 0,조회 167,2022.03.20 16:50:05,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=19&page=2,기타 혐오,0.3861343562602997,0.438616544008255,0.38627752661705017,0.47671937942504883,0.33184757828712463,0.5817520618438721,0.4338158071041107,0.6227660775184631,0.5284310579299927,0.3579876720905304,0.4523864984512329
어떻게 새학년 되고 아직까지 글이 없노,,"수성고는 씹게이밖에 없노?
- dc official App","ㅇㅇ(223.39) 2022.03.20 12:27:03
조회 253 추천 2 댓글 1",추천 2,조회 253,2022.03.20 12:27:03,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=18&page=2,기타 혐오,0.3683140277862549,0.42422178387641907,0.5309923887252808,0.4666954576969147,0.3548603951931,0.5743511915206909,0.3310663402080536,0.6200941801071167,0.4310208559036255,0.3959633409976959,0.4564865231513977
응애,,ㅇ,"ㅇㅇ(211.36) 2022.02.06 13:31:17
조회 101 추천 0 댓글 0",추천 0,조회 101,2022.02.06 13:31:17,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=16&page=2,악플/욕설,0.3436691462993622,0.4019637107849121,0.4162016808986664,0.507465124130249,0.40540269017219543,0.5473226308822632,0.4841731786727905,0.5891696214675903,0.5897398591041565,0.3669813573360443,0.47376707196235657
뭐야,,이런 갤러리도 있네,"잠도못잔다야(124.50) 2022.01.30 09:16:54
조회 133 추천 0 댓글 0",추천 0,조회 133,2022.01.30 09:16:54,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=15&page=2,지역,0.42863035202026367,0.5335229635238647,0.4358626902103424,0.6070863604545593,0.4789621829986572,0.6147682666778564,0.4854847192764282,0.5731595754623413,0.4947768449783325,0.4606574475765228,0.5436210036277771
잘부탁드립니다....,,장안썼다가 미끄러진 수성게이입니다.잘부탁듭립니다 선배님들,"ㅎㅈ(61.101) 2022.01.28 14:58:28
조회 234 추천 0 댓글 1",추천 0,조회 234,2022.01.28 14:58:28,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=13&page=2,기타 혐오,0.3195653259754181,0.41605401039123535,0.538638174533844,0.4811967611312866,0.3772246241569519,0.5334827899932861,0.3002660572528839,0.5908177495002747,0.5361249446868896,0.43020665645599365,0.49255433678627014
여기 뭐냐?,,13년 졸업 틀딱인데 이런게 생겼노ㅋㅋ,"ㅇㅇ(219.240) 2022.01.25 20:49:20
조회 321 추천 0 댓글 2",추천 0,조회 321,2022.01.25 20:49:20,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=12&page=2,기타 혐오,0.441118061542511,0.43417713046073914,0.37859198451042175,0.4968729019165039,0.36421817541122437,0.5243790149688721,0.4636612832546234,0.6197671890258789,0.5313335061073303,0.3989820182323456,0.461596816778183
05년생 헬스하는 여고생 힙 ㄷㄷ...,,"섹시하다
- dc official App","귀요미(211.44) 2022.01.24 23:22:47
조회 870 추천 3 댓글 4",추천 3,조회 870,2022.01.24 23:22:47,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=11&page=2,기타 혐오,0.3830812871456146,0.4709051847457886,0.49130797386169434,0.48035815358161926,0.34360450506210327,0.5620211362838745,0.35868170857429504,0.5964319705963135,0.4343952238559723,0.4063708484172821,0.4114741086959839
수성고 게이들 많노?,,"똥꼬충 새끼들 에이즈 걸려 뒤져라ㅋㅋ
- dc official App","빌리(211.44) 2022.01.13 23:06:42
조회 367 추천 0 댓글 0",추천 0,조회 367,2022.01.13 23:06:42,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=7&page=2,기타 혐오,0.3662709891796112,0.45094728469848633,0.48291319608688354,0.538512110710144,0.37502095103263855,0.5749484896659851,0.38195687532424927,0.6298652291297913,0.43407899141311646,0.48527011275291443,0.5006486773490906
ㅈ같다,,좆수성 5년차다 자살하고 싶다.. 공학다니는 새끼들은 떡치고 다하고 살던데 자살하고 싶다.,"전설의 핵주먹(223.38) 2022.01.13 20:46:39
조회 756 추천 9 댓글 2",추천 9,조회 756,2022.01.13 20:46:39,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=6&page=2,기타 혐오,0.3525642156600952,0.4010060131549835,0.548956036567688,0.4665851891040802,0.3367348909378052,0.49624142050743103,0.3209880292415619,0.5614053010940552,0.4808681309223175,0.47282224893569946,0.4330439269542694
시발,,수성고 좆같다 시발,"전설의 핵주먹(223.38) 2022.01.13 20:44:47
조회 176 추천 1 댓글 0",추천 1,조회 176,2022.01.13 20:44:47,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=5&page=2,지역,0.38376742601394653,0.489490270614624,0.44185540080070496,0.5543467402458191,0.4791490435600281,0.6493826508522034,0.39521050453186035,0.5679045915603638,0.48295506834983826,0.42602381110191345,0.6468601822853088
수붕이들 반갑다,,즐거운 갤질하자 게이들아,"수성진골 2022.01.13 18:25:15
조회 220 추천 4 댓글 1",추천 4,조회 220,2022.01.13 18:25:15,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=4&page=2,지역,0.413281112909317,0.4635089933872223,0.42986762523651123,0.5003343820571899,0.3408310115337372,0.6294354200363159,0.41727110743522644,0.5985369682312012,0.5209888219833374,0.3847159147262573,0.4999270439147949
수성 올해로 5년차 05다,,"반갑노 게이들아
- dc official App","수성성골 2022.01.13 16:12:36
조회 869 추천 5 댓글 1",추천 5,조회 869,2022.01.13 16:12:36,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=3&page=2,기타 혐오,0.3669382631778717,0.48239701986312866,0.45903703570365906,0.48869162797927856,0.35262176394462585,0.5958350300788879,0.4056275188922882,0.6123351454734802,0.45481076836586,0.3939949572086334,0.4481651484966278
갤러리 처음 온 게이들은 공지를 보자,,바람직한 갤질을 하자 이거야,"수성완장 2022.01.13 16:01:28
조회 773 추천 4 댓글 4",추천 4,조회 773,2022.01.13 16:01:28,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=2&page=2,지역,0.4111858010292053,0.4705435633659363,0.4711901545524597,0.52692049741745,0.3491826057434082,0.6557478904724121,0.45766422152519226,0.6054304242134094,0.5151901245117188,0.42308273911476135,0.4991319477558136
노무현,,노무현,"ㅇㅇ(211.36) 2022.04.28 12:06:26
조회 422 추천 7 댓글 2",추천 7,조회 422,2022.04.28 12:06:26,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=50&page=2,지역,0.3512910306453705,0.46772605180740356,0.4249516725540161,0.44918251037597656,0.42116567492485046,0.5826943516731262,0.39863139390945435,0.5732153654098511,0.5405511856079102,0.41725480556488037,0.5106629133224487
1학년 핏덩이들 얼굴 왜 이렇게 삭았냐,,한번 삶았냐,"ㅇㅇ(58.122) 2022.04.23 22:12:40
조회 935 추천 11 댓글 2",추천 11,조회 935,2022.04.23 22:12:40,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=49&page=2,기타 혐오,0.4055563509464264,0.4086249768733978,0.43255650997161865,0.5170677304267883,0.3708191215991974,0.5784801840782166,0.46038222312927246,0.6367536783218384,0.4693168103694916,0.375906378030777,0.512851357460022
백두대간,,- dc official App,"ㅇㅇ(211.246) 2022.04.23 22:06:16
조회 158 추천 2 댓글 1",추천 2,조회 158,2022.04.23 22:06:16,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=48&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
억만년,,- dc official App,"ㅇㅇ(211.246) 2022.04.23 22:06:04
조회 47 추천 1 댓글 0",추천 1,조회 47,2022.04.23 22:06:04,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=47&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
다진 터전에,,- dc official App,"ㅇㅇ(211.246) 2022.04.23 22:05:54
조회 40 추천 0 댓글 0",추천 0,조회 40,2022.04.23 22:05:54,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=45&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
홍익인간,,- dc official App,"ㅇㅇ(39.117) 2022.04.23 22:02:26
조회 37 추천 0 댓글 0",추천 0,조회 37,2022.04.23 22:02:26,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=44&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
위대한,,- dc official App,"ㅇㅇ(39.117) 2022.04.23 22:02:19
조회 55 추천 0 댓글 0",추천 0,조회 55,2022.04.23 22:02:19,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=43&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
꿈을 심었네,,- dc official App,"ㅇㅇ(39.117) 2022.04.23 22:02:13
조회 36 추천 0 댓글 0",추천 0,조회 36,2022.04.23 22:02:13,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=42&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
진리와,,- dc official App,"ㅇㅇ(39.117) 2022.04.23 22:02:03
조회 47 추천 1 댓글 0",추천 1,조회 47,2022.04.23 22:02:03,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=41&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
정의는,,- dc official App,"ㅇㅇ(39.117) 2022.04.23 22:01:57
조회 34 추천 0 댓글 0",추천 0,조회 34,2022.04.23 22:01:57,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=40&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
동원의 기상,,- dc official App,"ㅇㅇ(39.117) 2022.04.23 22:01:47
조회 69 추천 1 댓글 0",추천 1,조회 69,2022.04.23 22:01:47,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=39&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
사랑과,,- dc official App,"ㅇㅇ(39.117) 2022.04.23 22:01:30
조회 39 추천 0 댓글 0",추천 0,조회 39,2022.04.23 22:01:30,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=38&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
봉사는,,- dc official App,"ㅇㅇ(39.117) 2022.04.23 22:01:24
조회 31 추천 1 댓글 0",추천 1,조회 31,2022.04.23 22:01:24,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=37&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
동원의 맥박,,- dc official App,"ㅇㅇ(39.117) 2022.04.23 22:01:18
조회 45 추천 1 댓글 0",추천 1,조회 45,2022.04.23 22:01:18,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=36&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
빛내어라,,- dc official App,"ㅇㅇ(39.117) 2022.04.23 22:01:10
조회 37 추천 1 댓글 0",추천 1,조회 37,2022.04.23 22:01:10,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=35&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
나라와,,- dc official App,"ㅇㅇ(39.117) 2022.04.23 22:01:04
조회 37 추천 1 댓글 0",추천 1,조회 37,2022.04.23 22:01:04,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=34&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
겨레의 이름,,- dc official App,"ㅇㅇ(39.117) 2022.04.23 22:00:52
조회 41 추천 1 댓글 0",추천 1,조회 41,2022.04.23 22:00:52,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=33&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
번영하라,,- dc official App,"ㅇㅇ(39.117) 2022.04.23 22:00:29
조회 53 추천 1 댓글 0",추천 1,조회 53,2022.04.23 22:00:29,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=32&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
영원하라,,- dc official App,"ㅇㅇ(39.117) 2022.04.23 22:00:23
조회 46 추천 1 댓글 0",추천 1,조회 46,2022.04.23 22:00:23,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=31&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
동원고교,,- dc official App,"ㅇㅇ(39.117) 2022.04.23 22:00:16
조회 111 추천 1 댓글 0",추천 1,조회 111,2022.04.23 22:00:16,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=30&page=2,기타 혐오,0.3721371293067932,0.4374190866947174,0.49757206439971924,0.4516105353832245,0.3276384472846985,0.5843014717102051,0.3862406015396118,0.5929543972015381,0.4305541217327118,0.39702674746513367,0.41079872846603394
고1과 첫 시험.jpg,,"아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ






















야.. 너두?","ㄹㄹ(211.184) 2022.04.17 16:25:31
조회 541 추천 1 댓글 0",추천 1,조회 541,2022.04.17 16:25:31,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=29&page=2,기타 혐오,0.32975491881370544,0.3854261040687561,0.4437946379184723,0.47861626744270325,0.37022724747657776,0.5370116829872131,0.48647424578666687,0.6468319296836853,0.547548770904541,0.4171203374862671,0.44404223561286926
신입들 환영한다,,니들 3학년때 학교 재건축 공사함ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,"ㅇㅇ(219.240) 2022.04.10 15:35:07
조회 176 추천 0 댓글 0",추천 0,조회 176,2022.04.10 15:35:07,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=28&page=2,기타 혐오,0.38801953196525574,0.3987511396408081,0.5142846703529358,0.4285152554512024,0.31431064009666443,0.45051950216293335,0.36792123317718506,0.6197656989097595,0.5616071820259094,0.4044385254383087,0.4233509600162506
11반 그 놈은 듣거라,,우리 게이는 그게 없니..?,"ㅇㅇ(223.38) 2022.04.07 18:35:01
조회 474 추천 3 댓글 2",추천 3,조회 474,2022.04.07 18:35:01,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=27&page=2,기타 혐오,0.36073458194732666,0.4209500253200531,0.4471740126609802,0.463410347700119,0.3905223309993744,0.5895081758499146,0.4283806085586548,0.6147937178611755,0.46605512499809265,0.3990297019481659,0.41489937901496887
스마트폰중독ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,,ㅋㅋ,"ㅇㅇ(211.114) 2022.04.06 16:32:19
조회 127 추천 1 댓글 0",추천 1,조회 127,2022.04.06 16:32:19,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=26&page=2,기타 혐오,0.35595157742500305,0.4288221597671509,0.41096773743629456,0.5112519264221191,0.3664417266845703,0.5435645580291748,0.46213582158088684,0.5963010191917419,0.5671842694282532,0.3322380781173706,0.47468748688697815
아 씨발 남녀공학을 갔어야 했는데,,살려줘여,"ㅇㅇ(223.39) 2022.03.22 20:08:09
조회 379 추천 1 댓글 0",추천 1,조회 379,2022.03.22 20:08:09,https://gall.dcinside.com/mgallery/board/view/?id=susung&no=23&page=2,지역,0.4081384241580963,0.4909784197807312,0.4187471866607666,0.45489293336868286,0.48487505316734314,0.6606400609016418,0.42208200693130493,0.5902886390686035,0.45901352167129517,0.45031535625457764,0.5011104941368103
